date,zscore,+1,-1,+2,-2
2021-12-01 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-02 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-03 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-06 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-07 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-08 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-09 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-10 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-13 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-14 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-15 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-16 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-17 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-20 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-21 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-22 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-23 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-24 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-27 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-28 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-29 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-30 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2021-12-31 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2022-01-03 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2022-01-04 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2022-01-05 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
2022-01-06 00:00:00+00:00,,1.0,-1.0,2.0,-2.0
